day,month,year,crimeDate,Crime_Total,Arson,Assault,Battery,Burglary,Concealed_Carry_License_Violation,Criminal_Damage,Criminal_Tresspass,Crim_Sexual_Assault,Criminal_Sexual_Assault,Deceptive_Practice,Domestic_Violence,Gambling,Homicide,Human_Trafficking,Interference_with_Public_Officer,Intimidation,Kidnapping,Liquor_Law_Violation,Motor_Vehicle_Theft,Narcotics,Other_Narcotic_Violation,Non_Criminal,Non_Criminal2,Non_Criminal_SUBJECT_SPECIFIED,Obscenity,Offence_Involving_Children,Public_Indecency,prostitution,Public_Peace_Violation,Ritualism,Robbery,Stalking,Theft,Weapon_Violation,Other_Offence,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2,01,19,2019-01-01,1076,,63,218,28,,124,16,11,9,152,,,,,7,2,2,2,33,36,,,,,,52,,1,5,,26,17,153,39,80,30.7,28.2,1019.8,8.1,8.9,18.1,26.0,39.0,26.1,0.86,999.9,0
3,01,19,2019-01-02,655,1,43,105,33,1,61,16,3,2,63,,,,,3,,,,30,49,,,,,,,,,2,,23,3,152,20,44,27.6,24.5,1022.2,7.6,5.6,15.0,22.0,34.0,26.1,0.01,999.9,0
4,01,19,2019-01-03,751,,52,112,37,,82,20,1,,66,,,1,,2,1,,,24,53,,,,,,2,,3,3,,32,2,196,13,49,29.2,22.9,1016.8,10.0,9.9,15.0,24.1,37.9,24.1,0.01,999.9,0
5,01,19,2019-01-04,769,,51,105,38,,82,13,3,2,57,,,,,4,,,4,27,68,,,,,,4,,8,7,,37,2,182,21,54,37.0,28.1,1010.1,10.0,9.1,15.0,21.0,48.0,24.3,0.0,999.9,0
6,01,19,2019-01-05,792,1,37,173,32,,66,23,5,1,58,,,1,1,1,2,1,2,17,75,,,,,,6,,7,4,,29,6,175,24,45,38.9,32.0,1008.9,10.0,6.3,14.0,20.0,52.0,31.1,0.0,999.9,0
7,01,19,2019-01-06,664,1,47,143,28,,77,18,5,1,45,,,2,,6,,,,15,39,,,,,,7,,1,3,,20,1,157,17,31,37.9,31.7,1020.8,10.0,8.4,13.0,999.9,52.0,30.0,0.0,999.9,0
1,01,19,2019-01-07,676,1,54,108,41,,71,31,1,,49,,1,2,,2,,,,19,36,,,,,1,7,,,1,,15,2,167,9,56,43.6,38.7,1013.7,8.2,14.2,19.0,31.1,53.6,37.0,0.0,999.9,0
2,01,19,2019-01-08,701,1,55,124,39,,81,19,5,,60,,,,1,3,2,1,1,9,46,,,,,,4,,,2,,25,3,169,13,37,41.4,35.4,1008.4,8.2,10.9,25.1,41.0,53.1,36.0,0.44,999.9,0
3,01,19,2019-01-09,631,2,49,100,22,,48,18,4,,59,,,,,1,,,,21,55,,,,,,4,,,3,,19,,168,18,39,23.2,11.6,1021.3,10.0,14.2,22.0,35.9,45.0,19.0,0.0,999.9,0
4,01,19,2019-01-10,686,1,42,113,38,2,80,16,7,1,52,,,,,4,1,,1,15,46,,,,,,11,,,5,,18,2,158,21,52,17.9,8.7,1029.8,10.0,6.1,11.1,999.9,25.0,14.0,0.0,999.9,0
5,01,19,2019-01-11,784,1,45,117,38,,74,24,1,,61,,,4,,2,1,,2,27,65,,,,,,8,,,8,,27,4,201,14,58,23.4,17.4,1028.9,9.5,2.9,8.0,999.9,30.0,14.0,0.0,999.9,0
6,01,19,2019-01-12,673,2,55,124,26,,54,11,8,5,49,,,1,,3,,,1,21,48,,,,,,7,,8,1,,17,2,165,14,50,30.2,23.8,1027.0,6.8,7.3,14.0,21.0,32.0,17.1,0.0,2.0,1
7,01,19,2019-01-13,573,1,40,130,29,,52,22,1,,17,,2,,,3,,,,20,36,,,,,,8,,10,4,,23,3,117,18,37,29.7,24.0,1028.4,7.1,13.2,17.1,26.0,32.0,26.1,0.13,2.0,0
1,01,19,2019-01-14,635,,62,111,18,,54,27,2,3,45,,,,,5,2,,,27,30,,,,,,2,,1,,,22,4,162,19,39,25.4,20.4,1028.5,9.2,6.6,11.1,17.1,30.9,23.0,0.01,1.2,0
2,01,19,2019-01-15,698,,51,124,25,,57,26,2,1,71,,,1,,5,1,,,28,45,,,,,,3,,6,2,,23,5,159,9,52,25.5,21.8,1023.0,8.4,9.2,15.9,27.0,28.0,23.0,0.0,1.2,0
3,01,19,2019-01-16,700,1,54,108,28,,49,23,2,2,57,,,,1,2,1,,,23,55,,,,,,6,,,2,,31,,173,16,65,31.2,24.9,1021.7,9.0,8.9,14.0,22.0,34.0,24.1,0.0,1.2,0
4,01,19,2019-01-17,653,2,55,107,17,1,52,24,1,,59,,,,,1,,1,1,22,37,,,,,,6,,7,2,,24,5,165,14,50,30.3,24.0,1021.1,7.9,5.3,9.9,999.9,35.1,28.0,0.0,1.2,0
5,01,19,2019-01-18,668,3,54,114,33,,53,21,2,,57,,,,,2,,,,30,36,,,,,,5,,,2,,22,,164,21,48,29.7,23.5,1020.4,9.0,7.5,14.0,18.1,35.1,27.0,0.0,999.9,0
6,01,19,2019-01-19,522,,25,107,21,2,52,20,3,3,43,,,3,,5,,,1,14,30,,,1,,,3,,1,2,,21,4,114,17,30,26.4,23.3,1018.8,3.8,16.3,24.1,34.0,30.9,21.0,0.26,5.1,0
7,01,19,2019-01-20,493,1,43,109,13,,48,15,7,1,32,,,1,,5,,,,19,23,,,,,,3,,,3,,16,2,100,7,45,11.9,2.8,1023.6,9.0,13.5,22.0,28.9,28.0,6.1,0.02,5.1,0
1,01,19,2019-01-21,556,1,42,78,22,1,55,17,3,2,37,,,,,5,1,,,23,42,,,,,,3,,,2,,24,3,136,10,49,9.4,0.2,1033.3,9.7,7.1,14.0,999.9,17.1,3.0,0.0,5.1,0
2,01,19,2019-01-22,626,1,49,111,31,,40,24,3,4,56,,,1,,3,,1,1,20,45,,,,,1,9,,5,2,,19,2,149,7,42,18.7,8.7,1025.3,7.7,10.2,14.0,25.1,32.0,3.0,0.0,3.9,0
3,01,19,2019-01-23,662,,46,97,28,,59,21,3,,35,,,,,4,2,,,19,81,,,,,,4,,,2,,24,4,177,10,44,29.5,27.9,1009.8,3.5,7.3,14.0,21.0,34.0,12.9,0.32,5.1,0
4,01,19,2019-01-24,607,1,44,110,20,,54,21,5,2,45,,,,,3,2,1,1,21,41,,,,,,9,,1,6,,21,5,137,12,44,16.6,12.3,1011.3,6.8,7.4,17.1,29.9,34.0,9.0,0.08,5.1,0
5,01,19,2019-01-25,586,,35,109,18,2,39,17,3,3,50,,,1,,2,1,,2,17,50,,,,,1,7,,3,4,,18,2,140,15,47,1.3,-5.5,1022.3,8.6,11.0,17.1,28.0,21.9,-6.0,0.0,5.1,0
6,01,19,2019-01-26,532,,34,106,19,,57,13,4,1,32,,,,,5,,,2,31,40,,,,,,6,,,1,,14,1,117,11,37,2.1,-4.7,1022.8,8.8,4.8,9.9,999.9,12.0,-7.1,0.03,5.9,0
7,01,19,2019-01-27,524,,63,103,19,,28,9,1,1,35,,1,,,,2,,,22,38,,,,,,5,,2,3,,15,3,119,14,40,3.8,-2.4,1019.5,8.6,5.6,9.9,999.9,12.0,-7.1,0.06,5.9,0
1,01,19,2019-01-28,521,,50,109,20,,39,10,,1,48,,,2,,1,,1,,19,36,,,,,,4,,1,4,,23,2,94,6,51,18.4,12.9,1007.8,4.4,8.9,15.9,22.9,34.0,-2.9,0.36,9.8,1
2,01,19,2019-01-29,494,,50,84,14,1,35,11,2,1,38,,,1,,1,,,,29,35,,,,,,7,,,3,,9,4,128,8,33,5.8,-0.8,1012.3,8.6,12.5,21.0,33.0,18.0,-2.0,0.17,9.1,0
3,01,19,2019-01-30,341,,26,83,15,2,25,6,4,,28,,,,,1,,,,25,9,,,,,,1,,,,,10,4,61,4,36,-14.6,-23.8,1022.2,9.8,14.4,18.1,28.0,10.0,-23.1,0.0,7.9,0
4,01,19,2019-01-31,459,,43,82,7,,46,11,3,1,33,,,1,,3,,,,41,15,,,,,,5,,,,,11,2,102,6,46,-15.0,-23.0,1030.7,9.9,7.5,13.0,20.0,-4.0,-22.0,0.0,7.9,0
5,02,19,2019-02-01,776,2,46,90,29,,68,16,9,3,99,,,1,,6,,,,34,62,,,,,,13,,4,4,,20,11,162,9,87,6.9,1.6,1027.5,6.3,3.2,7.0,999.9,21.0,-4.0,0.07,9.1,0
6,02,19,2019-02-02,722,1,51,126,26,,75,16,4,1,47,,,1,,5,1,1,,23,55,,,,,,8,,6,2,,13,4,185,13,58,25.6,21.0,1020.8,6.8,9.0,13.0,22.9,42.1,1.9,0.02,7.1,0
7,02,19,2019-02-03,595,,60,138,14,2,57,14,3,1,30,,,2,,3,,,1,24,31,,,,,,4,,4,6,,22,2,119,19,39,42.3,40.1,1011.3,6.3,9.7,13.0,21.0,46.4,37.0,0.0,1.2,0
1,02,19,2019-02-04,736,,65,129,34,,85,28,5,3,58,,,,,,1,1,,19,40,,,,,,8,,,5,,14,6,181,14,39,47.3,44.2,1007.0,7.6,9.2,14.0,24.1,51.1,37.9,0.0,3.9,0
2,02,19,2019-02-05,653,3,57,104,31,,59,13,2,1,41,,,1,,5,,1,,21,46,,,,,1,6,,,3,,10,3,166,20,57,29.5,24.3,1017.7,10.0,8.8,14.0,22.9,51.1,24.1,0.05,999.9,0
3,02,19,2019-02-06,636,1,57,121,28,2,57,21,2,,37,,,2,,5,,1,,20,49,,,,,,5,,1,2,,17,3,148,5,51,32.8,31.4,1013.9,3.7,6.8,14.0,20.0,36.0,25.0,0.31,999.9,1
4,02,19,2019-02-07,670,,62,122,26,,64,15,,1,50,,,,,5,,1,,19,47,,,,,,5,,,8,,13,9,171,12,40,35.6,34.0,1010.5,4.4,8.0,22.0,36.9,44.1,28.9,0.57,999.9,1
5,02,19,2019-02-08,642,,38,99,24,1,56,19,4,2,54,,1,,,3,,,1,31,62,,,,,,2,,6,1,,15,4,169,7,43,11.4,2.5,1026.2,8.9,18.5,25.1,41.0,28.9,3.9,0.15,999.9,0
6,02,19,2019-02-09,756,2,42,138,20,,84,27,4,2,48,,1,2,,3,,,1,23,62,,,,,,8,,6,5,,17,3,183,15,60,11.8,2.2,1044.1,10.0,5.7,14.0,18.1,24.1,3.9,0.0,999.9,0
7,02,19,2019-02-10,638,3,46,142,24,,70,7,5,1,40,,,3,,1,,1,,21,37,,,,,1,6,,,4,,16,5,143,20,42,23.4,15.9,1034.4,8.6,6.8,9.9,999.9,28.0,19.9,0.0,1.2,0
1,02,19,2019-02-11,626,1,42,101,37,,53,13,,1,50,,,,,6,2,,,26,42,,,,,,8,,1,2,,24,5,154,20,38,28.0,25.3,1021.5,5.8,8.0,14.0,21.0,30.9,21.9,0.04,1.2,0
2,02,19,2019-02-12,665,1,62,116,28,,61,20,3,1,55,,,,,5,1,,,25,48,,,,,,4,,1,3,,16,1,158,11,44,32.0,29.3,1009.6,3.8,11.6,19.0,33.0,34.0,26.6,0.51,1.2,0
3,02,19,2019-02-13,643,,57,116,29,,52,15,,1,48,,,2,,6,,1,,24,44,,,,,,11,,,6,,17,5,147,9,53,18.5,14.6,1012.9,6.6,14.7,20.0,34.0,34.0,10.0,0.04,1.2,0
4,02,19,2019-02-14,742,2,69,154,24,,56,17,3,,55,,,2,,1,,1,1,24,46,,,,,,6,,,4,,22,1,167,18,68,36.1,27.2,1006.3,10.0,7.4,11.1,19.0,50.0,12.0,0.01,1.2,0
5,02,19,2019-02-15,741,2,64,120,24,,64,22,3,2,64,,,,,3,,,,25,58,,,,,,9,,1,3,,11,3,189,11,62,22.8,15.3,1009.0,9.5,12.1,17.1,29.9,50.0,8.1,0.0,1.2,0
6,02,19,2019-02-16,677,,41,144,19,1,68,14,3,1,38,,,1,,5,,,1,24,40,,,,,,3,,,2,,16,3,172,17,64,18.6,11.4,1019.3,10.0,6.4,12.0,999.9,32.0,9.0,0.0,999.9,0
7,02,19,2019-02-17,618,1,52,148,15,1,50,19,2,2,34,,,1,,6,,,,35,38,,,,,1,3,,,5,,19,5,137,15,29,25.3,20.4,1014.9,6.9,10.3,14.0,22.9,28.9,12.9,0.0,2.0,1
1,02,19,2019-02-18,590,,39,110,21,1,66,14,3,2,31,,,,,4,,,,25,33,,,,,,9,,,3,,12,2,153,17,45,25.1,20.6,1023.8,4.9,7.9,12.0,999.9,30.9,19.9,0.25,3.1,0
2,02,19,2019-02-19,613,1,58,98,25,,60,15,1,1,51,,,,,5,,1,3,18,40,,,,,,14,,1,2,,18,2,133,10,55,21.8,12.9,1035.6,10.0,3.0,7.0,999.9,35.1,12.0,0.01,2.0,0
3,02,19,2019-02-20,635,1,43,115,25,,59,17,1,,55,,,,,4,,1,,30,42,,,,,,5,,,3,,26,6,142,10,49,31.1,25.9,1020.1,6.5,10.1,15.9,22.9,37.9,28.0,0.01,1.2,0
4,02,19,2019-02-21,696,,56,122,24,,58,19,3,2,52,,,2,,6,1,1,1,14,44,,,,,,12,,,4,,25,5,181,13,49,30.9,21.3,1017.9,9.8,12.1,15.9,28.9,37.9,25.0,0.08,1.2,0
5,02,19,2019-02-22,712,1,52,121,34,1,55,16,2,1,64,,,1,,6,1,1,,26,57,,,,,,5,,1,5,,22,4,149,27,56,28.6,19.0,1029.0,9.2,5.4,9.9,999.9,41.0,19.0,0.0,1.2,0
6,02,19,2019-02-23,647,2,48,122,21,,71,16,4,2,40,,,1,,2,1,,,26,56,,,,,,9,,,3,,20,3,145,11,44,35.6,29.0,1019.1,5.4,8.9,14.0,999.9,41.0,19.2,0.0,999.9,1
7,02,19,2019-02-24,547,2,33,118,16,,51,28,1,2,25,,,,,2,,,,12,33,,,,,,7,,,2,,23,2,139,10,41,37.4,30.7,1000.9,7.5,17.4,28.9,47.0,53.1,21.0,0.77,999.9,1
1,02,19,2019-02-25,597,1,38,109,16,,54,13,,1,45,,,1,,3,,1,,28,44,,,,,,7,,1,7,,16,1,150,13,47,12.3,0.5,1026.3,10.0,13.3,27.0,42.9,21.0,6.1,0.02,999.9,0
2,02,19,2019-02-26,609,1,57,111,21,1,52,22,1,,46,,,,,3,1,,,16,32,,,,,,4,,,5,,16,5,150,6,59,16.9,8.0,1032.7,9.0,9.3,13.0,19.0,23.0,6.1,0.0,999.9,0
3,02,19,2019-02-27,649,1,45,112,22,2,64,20,2,1,64,,,1,,4,,1,,21,54,,,,,,4,,4,4,,21,1,144,11,43,24.6,17.4,1023.8,9.1,8.7,15.0,21.0,30.0,12.9,0.0,999.9,0
4,02,19,2019-02-28,595,,40,98,14,,48,21,4,1,63,,,,,3,1,,,20,29,,,,,,8,,,6,,16,4,155,14,49,18.0,8.1,1024.7,10.0,5.7,14.0,20.0,27.0,10.9,0.01,999.9,0
5,03,19,2019-03-01,756,1,47,97,23,1,63,12,4,3,110,,,,,4,,4,,27,60,,,,,,13,,6,3,,20,8,151,25,74,26.7,16.0,1022.4,10.0,4.8,8.9,999.9,34.0,10.9,0.0,999.9,0
6,03,19,2019-03-02,665,,52,137,25,,62,17,1,1,47,,,2,,5,,,2,29,54,,,,,,4,,3,,,20,4,135,27,38,29.1,21.4,1022.5,8.7,6.9,12.0,17.1,34.0,23.0,0.0,999.9,0
7,03,19,2019-03-03,551,1,46,129,16,,52,10,4,4,41,,,2,1,7,,,1,26,37,,,,,1,4,,,2,,15,2,94,10,45,22.2,10.7,1024.1,10.0,9.7,15.0,18.1,33.1,16.0,0.0,999.9,0
1,03,19,2019-03-04,544,2,38,107,13,1,44,8,2,1,49,,,,,4,,,,23,44,,,,,,8,,1,1,,7,1,123,9,58,5.2,-6.4,1023.8,9.7,12.4,19.0,27.0,25.0,-2.9,0.0,999.9,0
2,03,19,2019-03-05,542,,45,90,20,,44,11,,1,51,,,2,,2,1,,,23,46,,,,,,6,,3,4,,15,5,123,6,42,11.9,0.4,1020.6,9.0,13.5,17.1,27.0,21.0,-2.9,0.0,999.9,0
3,03,19,2019-03-06,629,,50,108,17,,61,24,1,5,62,,,,,1,,,,21,49,,,,,1,7,,,3,,12,,148,8,51,16.3,3.7,1026.0,10.0,10.7,17.1,26.0,30.0,8.1,0.0,999.9,0
4,03,19,2019-03-07,610,,35,111,17,,58,17,2,,54,,,,,3,1,,,16,49,,,,,,8,,,5,,28,3,148,6,48,22.7,10.7,1027.0,10.0,7.3,14.0,22.9,30.0,9.0,0.0,999.9,0
5,03,19,2019-03-08,718,,53,132,30,1,74,18,1,3,61,,,2,,3,2,2,,31,58,,,,,,7,,,7,,28,5,138,21,38,28.0,20.3,1023.3,8.5,4.1,7.0,999.9,39.0,14.0,0.0,999.9,0
6,03,19,2019-03-09,617,,43,146,20,,68,14,4,,29,,,,,5,,,,21,52,,,,,,4,,1,1,,19,2,126,16,44,33.5,27.4,1015.4,7.3,10.5,21.0,32.1,41.0,21.0,0.0,999.9,0
7,03,19,2019-03-10,612,1,53,140,18,,75,15,5,2,30,,,1,,1,,1,1,24,43,,,,,,5,,,5,,14,1,118,13,45,36.6,32.2,1008.5,8.4,16.5,24.1,40.0,43.0,26.2,0.56,999.9,0
1,03,19,2019-03-11,700,,57,127,21,,63,21,3,1,57,,,,,2,1,1,,34,42,,,,,,7,,,6,,20,6,163,15,52,32.0,19.2,1026.1,10.0,10.0,18.1,27.0,41.0,27.0,0.0,999.9,0
2,03,19,2019-03-12,627,1,46,103,17,,73,21,,1,55,,,1,,4,,1,1,18,44,,,,,1,7,,,7,,13,3,155,11,44,35.2,23.5,1027.4,9.8,6.4,13.0,22.0,48.9,24.1,0.0,999.9,0
3,03,19,2019-03-13,688,,74,132,17,2,71,16,2,1,46,,,1,,6,,,,21,38,,,,,,8,,3,10,,18,2,152,13,53,44.9,36.8,1013.4,9.2,10.5,17.1,26.0,57.9,24.3,0.32,999.9,0
4,03,19,2019-03-14,676,3,63,124,28,2,64,19,,,63,,,3,,3,,1,1,28,44,,,,,,4,,1,5,,10,4,135,19,51,55.3,48.4,999.7,9.3,15.3,29.9,48.0,62.1,39.9,0.26,999.9,0
5,03,19,2019-03-15,735,3,68,136,31,,73,14,1,,55,,,1,,4,,,2,37,53,,,,,,6,,,5,,10,4,163,22,46,38.0,33.0,1006.7,9.0,14.3,22.9,38.1,44.1,35.1,0.36,999.9,0
6,03,19,2019-03-16,766,2,61,198,20,,73,17,2,2,53,,,1,,3,1,1,1,24,45,,,,,1,7,,,7,,20,9,155,18,44,34.4,21.4,1024.4,10.0,10.1,15.9,24.1,41.0,28.0,0.0,999.9,0
7,03,19,2019-03-17,612,1,58,141,11,,77,27,3,6,30,,,2,,5,,1,,26,26,,,,,,5,,1,4,,17,1,116,17,37,34.8,21.9,1024.7,10.0,5.8,12.0,19.0,43.0,28.0,0.0,999.9,0
1,03,19,2019-03-18,651,1,64,139,25,,70,15,3,1,45,,,1,,3,2,3,,19,42,,,,,,7,,,3,,15,2,141,8,42,35.4,23.7,1027.4,9.6,6.9,12.0,999.9,43.0,27.0,0.0,999.9,0
2,03,19,2019-03-19,644,,61,129,25,1,57,17,1,4,47,,,,,4,1,,2,12,47,,,,,,6,,2,5,,14,3,150,19,37,38.7,24.0,1028.6,10.0,7.1,12.0,15.9,48.9,27.1,0.0,999.9,0
3,03,19,2019-03-20,693,1,54,102,30,,70,21,1,2,67,,,,,3,,,,22,46,,,,,1,9,,5,3,,17,4,160,16,59,41.7,33.2,1020.4,7.9,7.1,12.0,19.0,48.9,30.2,0.01,999.9,0
4,03,19,2019-03-21,689,1,59,140,15,,65,21,2,1,42,,2,,,2,,,,22,39,,,,,1,4,,3,5,,22,2,174,17,48,39.8,34.8,1014.6,8.0,9.0,14.0,19.0,44.1,35.6,0.13,999.9,0
5,03,19,2019-03-22,709,2,48,137,33,,64,15,4,1,53,,,2,,2,,,3,15,57,,,,,1,8,,,5,,18,2,178,14,47,40.2,29.8,1017.0,10.0,10.4,18.1,21.0,46.0,34.0,0.0,999.9,0
6,03,19,2019-03-23,690,2,50,161,15,1,74,12,2,2,38,,1,2,,4,,1,2,21,44,,,,,,8,,3,3,,14,4,162,24,40,36.5,24.9,1025.6,9.8,3.9,8.9,999.9,53.1,25.0,0.0,999.9,0
7,03,19,2019-03-24,648,,57,144,21,,74,15,3,1,34,,1,2,,3,,1,,22,32,,,,,1,5,,,2,,22,4,144,17,43,45.5,31.8,1020.7,9.6,4.2,15.9,999.9,53.1,25.2,0.0,999.9,0
1,03,19,2019-03-25,639,1,55,114,25,1,57,11,2,,52,,,1,,3,,,,21,47,,,,,,9,,,4,,12,5,148,12,58,36.0,25.6,1023.9,9.9,17.5,21.0,28.9,50.0,33.1,0.05,999.9,0
2,03,19,2019-03-26,672,,50,114,35,,76,13,1,1,58,,,2,,2,,,,21,46,,,,,,5,,2,7,,18,2,158,15,45,34.9,13.9,1030.4,10.0,5.8,13.0,999.9,48.0,23.0,0.0,999.9,0
3,03,19,2019-03-27,698,1,66,133,37,,76,17,6,1,61,,1,1,,3,1,,,15,43,,,,,,1,,,6,,14,6,135,23,49,41.8,17.3,1026.5,10.0,7.7,15.0,24.1,59.0,23.0,0.0,999.9,0
4,03,19,2019-03-28,683,1,71,147,22,,52,14,1,1,53,,,3,,3,,1,,23,44,,,,,,9,,1,3,,14,3,152,17,47,53.2,38.7,1016.8,10.0,12.1,15.9,28.0,64.9,46.9,0.01,999.9,0
5,03,19,2019-03-29,675,1,46,139,16,2,72,20,2,2,51,,,3,,1,,1,,27,49,,,,,,7,,3,4,,15,2,159,13,40,46.7,32.0,1017.9,10.0,7.2,9.9,999.9,64.9,37.9,0.0,999.9,0
6,03,19,2019-03-30,663,1,56,134,15,2,62,25,3,4,29,,,,,2,,,2,26,49,,,,,,7,,8,10,,18,1,141,21,47,39.7,32.1,1012.8,9.3,10.9,20.0,25.1,57.0,34.0,0.39,999.9,0
7,03,19,2019-03-31,637,1,41,169,19,,62,18,1,2,32,,,2,,3,,,,22,39,,,,,,3,,1,4,,10,3,133,24,47,30.7,14.6,1024.0,9.7,11.1,17.1,26.0,45.0,23.0,0.07,999.9,0
1,04,19,2019-04-01,792,,63,139,21,,63,18,6,2,110,,,2,,5,,,1,20,37,,,,,,19,,,6,,12,6,181,10,70,35.0,20.2,1025.7,10.0,9.3,20.0,29.9,48.9,23.0,0.0,999.9,0
2,04,19,2019-04-02,657,1,52,115,29,,71,14,,1,66,,,1,,6,,,,23,48,,,,,,3,,2,10,,16,4,139,8,48,44.7,30.6,1016.7,9.9,13.2,17.1,28.0,55.0,26.2,0.0,999.9,0
3,04,19,2019-04-03,680,1,69,117,18,,59,22,4,,54,,,3,,2,1,1,,25,49,,,,,,9,,4,3,,25,3,137,13,61,45.5,28.4,1021.2,10.0,9.2,15.0,24.1,57.9,37.0,0.0,999.9,0
4,04,19,2019-04-04,663,1,51,133,17,,72,14,2,,63,,,1,,3,,,3,25,42,1,,,,,9,,4,3,,13,3,153,9,39,46.0,38.1,1026.6,8.5,7.8,15.0,22.9,57.9,37.0,0.1,999.9,0
5,04,19,2019-04-05,705,1,58,122,18,,84,21,1,,42,,,1,,4,,,,29,60,,,,,,6,,2,2,,18,1,170,21,44,43.5,39.2,1019.9,7.2,5.2,11.1,19.0,57.0,39.0,0.15,999.9,0
6,04,19,2019-04-06,743,1,54,166,26,3,71,28,3,3,51,,,1,,5,,,1,26,41,,,,,,6,,1,6,,29,3,141,24,53,51.7,44.3,1019.3,6.0,3.8,11.1,999.9,66.0,39.0,0.0,999.9,0
7,04,19,2019-04-07,703,1,60,168,13,1,69,18,5,3,33,,,5,,4,1,,,39,44,,,,,,4,,,8,,20,4,126,31,46,56.3,49.4,1013.9,9.3,6.3,17.1,34.0,66.9,39.0,0.0,999.9,0
1,04,19,2019-04-08,744,,66,153,17,,77,25,,3,61,,,3,,4,1,,1,30,46,,,,,,11,,,4,,16,1,156,20,49,61.2,46.7,1009.9,10.0,6.9,13.0,28.0,73.0,51.1,0.39,999.9,0
2,04,19,2019-04-09,693,1,65,140,23,,75,20,3,1,50,,,1,,7,,1,,19,50,,,,,,9,,8,5,,17,3,146,13,36,59.8,36.2,1009.7,10.0,8.9,13.0,24.1,73.0,48.0,0.0,999.9,0
3,04,19,2019-04-10,658,1,49,92,25,2,71,16,2,,53,,,2,,3,1,,,35,35,,,,,,10,,2,4,,21,5,162,12,54,40.5,30.7,1014.9,9.7,14.5,26.0,35.0,66.0,34.0,0.0,999.9,0
4,04,19,2019-04-11,746,,64,123,25,,78,23,4,2,71,,,1,,7,2,1,1,21,45,,,,,,18,,,5,,17,3,180,18,37,42.2,34.2,1008.6,10.0,17.0,20.0,32.1,55.9,34.0,0.13,999.9,0
5,04,19,2019-04-12,780,1,73,105,26,,85,33,2,1,69,,,,,4,,1,1,33,59,,,,,,11,,7,4,,18,2,175,16,53,47.9,35.4,1004.5,8.7,13.2,22.9,36.9,55.9,37.0,0.35,999.9,0
6,04,19,2019-04-13,754,3,55,146,21,3,109,17,2,1,53,,,2,,3,,1,,24,44,,,,,,3,,2,9,,23,1,169,19,44,42.4,24.9,1016.8,10.0,11.0,15.9,25.1,52.0,35.1,0.07,999.9,0
7,04,19,2019-04-14,536,2,34,124,17,,68,13,3,2,36,,,1,,1,,,,18,31,,,,,,4,,1,3,,22,1,104,12,39,36.8,29.9,1013.7,5.8,14.8,25.1,34.0,52.0,32.0,0.03,3.1,1
1,04,19,2019-04-15,724,2,56,110,21,1,87,11,1,4,72,,,3,,2,,,,29,44,,,1,,,11,,,5,,22,,176,11,54,37.8,28.5,1014.7,8.5,7.7,12.0,22.0,52.0,30.9,0.32,2.0,0
2,04,19,2019-04-16,708,1,62,142,16,1,76,17,2,1,60,,1,2,,7,1,,,22,39,,,,,,2,,,3,,28,2,145,16,62,56.0,41.8,1013.5,10.0,8.8,18.1,22.0,72.0,48.0,0.0,3.1,0
3,04,19,2019-04-17,692,,47,120,28,1,75,19,3,,45,,,4,1,2,1,,1,41,39,,,,,,5,,,7,,23,4,152,25,48,55.0,46.1,1011.5,8.5,9.0,19.0,27.0,77.0,44.1,0.0,999.9,0
4,04,19,2019-04-18,628,4,55,122,31,,63,16,3,1,34,,,2,,4,,,,27,34,,,,,,7,,1,4,,20,2,134,14,50,58.5,50.3,1002.3,9.2,11.2,15.9,28.9,77.0,44.1,0.03,999.9,0
5,04,19,2019-04-19,650,1,44,109,26,,73,15,4,1,39,,,1,,4,2,1,2,21,56,,,,,,17,,1,1,,14,1,161,12,44,44.9,34.2,1009.3,10.0,20.6,28.9,40.0,64.9,41.0,0.28,999.9,0
6,04,19,2019-04-20,730,,57,157,23,2,81,23,4,1,36,,,3,,4,,1,,30,45,,,,,,4,,3,7,,34,3,140,24,48,49.5,20.7,1010.3,10.0,16.3,22.9,32.1,64.0,36.0,0.0,999.9,0
7,04,19,2019-04-21,645,,56,181,20,1,83,11,2,1,20,,,1,,2,,1,1,23,37,,,,,1,5,,,5,,10,,121,29,32,58.3,25.3,1013.4,10.0,5.9,13.0,21.0,77.0,36.0,0.0,999.9,0
1,04,19,2019-04-22,737,2,71,140,29,,95,18,2,1,59,,,2,,6,,,,24,42,,,,,,6,,,10,,23,5,130,21,51,68.1,42.0,1015.5,10.0,10.7,18.1,26.0,80.1,44.1,0.0,999.9,0
2,04,19,2019-04-23,743,2,53,129,27,,79,20,,1,51,,,1,,5,1,,,21,51,,,,,,10,,,7,,23,3,192,17,50,59.1,48.8,1013.7,9.7,10.1,17.1,25.1,80.1,48.9,0.02,999.9,0
3,04,19,2019-04-24,702,,68,118,20,,62,22,2,1,48,,,1,,4,,,,20,40,,,,,,16,,,7,,16,5,164,21,67,52.7,38.4,1016.0,10.0,4.9,8.9,999.9,64.9,42.1,0.0,999.9,0
4,04,19,2019-04-25,767,1,72,145,32,1,83,29,4,4,55,,1,,,1,,,,21,34,,,,,,7,,,4,,21,4,172,22,52,56.7,37.4,1008.9,10.0,4.1,8.9,999.9,66.9,42.1,0.0,999.9,0
