day,year,mo,da,crimeDate,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,CRIME_NUM
4,2020,03,05,2020-03-05,41.9,25.1,1015.6,10.0,10.4,22,38.1,53.1,32.0,0.0,999.9,0,589
5,2020,03,06,2020-03-06,36.8,24.8,1022.6,9.7,15.3,24.1,33.0,53.1,32.0,0.0,999.9,1,707
6,2020,03,07,2020-03-07,34.6,20.9,1032.4,9.8,7.3,15,24.1,53.1,25.0,0.0,999.9,0,589
7,2020,03,08,2020-03-08,50.5,23.9,1023.4,10.0,13.7,19,31.1,66.9,42.1,0.0,999.9,0,639
1,2020,03,09,2020-03-09,55.1,38.1,1017.3,9.1,14.2,18.1,32.1,66.9,43.0,0.02,999.9,1,572
2,2020,03,10,2020-03-10,45.9,39.6,1018.5,9.0,9.6,15.9,28.9,57.0,37.0,0.81,999.9,1,565
3,2020,03,11,2020-03-11,39.4,32.1,1019.0,8.8,4.7,11.1,999.9,51.1,35.1,0.0,999.9,1,591
4,2020,03,12,2020-03-12,44.4,38.3,1010.7,8.2,7.2,12,20.0,57.9,36.0,0.0,999.9,1,633
5,2020,03,13,2020-03-13,44.1,28.5,1017.6,9.3,12.8,21,32.1,57.9,34.0,0.01,999.9,1,676
6,2020,03,14,2020-03-14,39.1,22.6,1030.9,9.7,8.7,15,999.9,50.0,33.1,0.0,999.9,1,618
7,2020,03,15,2020-03-15,35.8,25.7,1036.1,9.7,11.5,18.1,22.9,42.1,33.1,0.01,999.9,1,592
1,2020,03,16,2020-03-16,35.1,28.9,1028.6,8.3,4.5,8,999.9,42.1,30.0,0.0,999.9,1,531
2,2020,03,17,2020-03-17,40.8,28.0,1023.4,8.7,6.8,12,18.1,50.0,30.2,0.04,999.9,1,576
3,2020,03,18,2020-03-18,41.7,27.6,1022.4,8.5,5.6,9.9,999.9,50.0,37.0,0.0,999.9,1,530
4,2020,03,19,2020-03-19,44.7,41.8,1016.8,3.5,6.7,9.9,15.0,55.0,39.0,0.29,999.9,1,473
5,2020,03,20,2020-03-20,47.8,41.1,1016.5,9.4,12.5,17.1,28.9,64.4,34.0,0.28,999.9,1,499
6,2020,03,21,2020-03-21,31.2,18.4,1034.5,10.0,12,17.1,22.9,34.0,28.0,0.06,999.9,0,439
7,2020,03,22,2020-03-22,30.7,20.3,1033.3,9.0,6.4,12,19.0,37.0,26.1,0.0,999.9,1,377
1,2020,03,23,2020-03-23,35.6,30.7,1022.6,5.7,3.8,7,999.9,45.0,26.2,0.21,1.2,1,395
2,2020,03,24,2020-03-24,39.6,31.9,1019.9,7.9,5.3,11.1,999.9,48.9,33.1,0.05,3.1,0,424
3,2020,03,25,2020-03-25,42.7,34.5,1014.1,8.2,5.1,12,999.9,57.9,32.0,0.0,999.9,0,438
4,2020,03,26,2020-03-26,48.4,41.6,1009.7,9.9,9.1,15.9,22.0,57.9,32.0,0.0,999.9,1,425
5,2020,03,27,2020-03-27,41.7,38.4,1012.0,5.0,9.7,15,999.9,52.0,37.0,0.0,999.9,1,426
6,2020,03,28,2020-03-28,48.8,45.8,1006.3,6.7,8,17.1,24.1,60.8,44.1,0.33,999.9,1,470
7,2020,03,29,2020-03-29,51.4,41.7,1000.2,8.8,16.6,28,48.0,66.9,44.1,0.36,999.9,1,502
1,2020,03,30,2020-03-30,45.4,33.9,1016.6,10.0,12.6,18.1,32.1,63.0,39.9,0.0,999.9,1,450
2,2020,03,31,2020-03-31,39.8,32.0,1019.0,9.8,10.4,14,999.9,51.1,37.0,0.0,999.9,1,388
3,2020,04,01,2020-04-01,42.6,34.2,1018.1,10.0,7.5,14,999.9,53.1,37.0,0.0,999.9,0,530
4,2020,04,02,2020-04-02,45.9,33.3,1020.8,10.0,4.8,11.1,999.9,61.0,34.0,0.0,999.9,0,376
5,2020,04,03,2020-04-03,54.8,36.5,1018.0,10.0,4.8,12,999.9,70.0,34.0,0.0,999.9,1,509
6,2020,04,04,2020-04-04,47.6,38.2,1017.8,10.0,7.3,11.1,19.0,70.0,37.9,0.06,999.9,1,449
7,2020,04,05,2020-04-05,42.1,29.4,1021.9,10.0,7.3,13,999.9,53.1,35.1,0.0,999.9,0,406
1,2020,04,06,2020-04-06,47.3,33.5,1019.1,9.9,5.6,12,19.0,64.0,35.1,0.0,999.9,1,451
2,2020,04,07,2020-04-07,62.7,51.8,1007.9,9.3,5.8,15.9,24.1,80.1,51.1,0.04,999.9,1,458
3,2020,04,08,2020-04-08,60.7,51.1,1005.5,9.0,7,22,29.9,80.1,51.1,0.01,999.9,1,444
4,2020,04,09,2020-04-09,46.2,29.9,1006.9,10.0,14.7,24.1,36.9,53.1,39.9,0.22,999.9,1,428
5,2020,04,10,2020-04-10,40.1,22.7,1015.0,10.0,10.9,17.1,25.1,50.0,33.1,0.0,999.9,0,427
6,2020,04,11,2020-04-11,50.3,29.0,1012.6,10.0,5.7,14,22.0,63.0,33.1,0.0,999.9,1,449
7,2020,04,12,2020-04-12,55.6,45.4,1004.3,9.6,7.4,15.9,28.0,66.0,42.1,0.17,999.9,1,385
1,2020,04,13,2020-04-13,45.1,34.2,1006.8,9.7,15.6,22,33.0,66.0,36.0,0.15,999.9,1,398
2,2020,04,14,2020-04-14,35.4,17.8,1021.1,10.0,11.3,20,31.1,55.9,30.0,0.02,999.9,1,368
3,2020,04,15,2020-04-15,33.3,19.1,1018.9,8.0,7.1,15,20.0,41.0,27.0,0.08,1.2,1,413
4,2020,04,16,2020-04-16,36.6,14.8,1024.0,10.0,8.4,13,21.0,46.9,27.1,0.02,1.2,0,405
5,2020,04,17,2020-04-17,38.5,26.8,1020.9,6.8,6.2,11.1,15.9,46.9,28.2,0.18,1.2,1,425
6,2020,04,18,2020-04-18,43.5,30.8,1014.6,10.0,11.5,22,35.0,59.0,34.0,0.11,2.0,0,464
7,2020,04,19,2020-04-19,53.0,32.5,1008.0,10.0,13.1,19,28.9,62.1,34.0,0.0,999.9,0,344
