crimeDate,CRIME_NUM,location_description,day,month,year
2019-11-13,1,POLICE FACILITY / VEHICLE PARKING LOT,3,11,2019
2019-11-13,23,OTHER,3,11,2019
2019-11-13,4,CTA STATION,3,11,2019
2019-11-13,3,CTA TRAIN,3,11,2019
2019-11-13,4,VEHICLE NON-COMMERCIAL,3,11,2019
2019-11-13,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,3,11,2019
2019-11-13,9,GROCERY FOOD STORE,3,11,2019
2019-11-13,5,,3,11,2019
2019-11-13,4,GAS STATION,3,11,2019
2019-11-13,3,HOSPITAL BUILDING/GROUNDS,3,11,2019
2019-11-13,1,APPLIANCE STORE,3,11,2019
2019-11-13,3,BAR OR TAVERN,3,11,2019
2019-11-13,2,HOTEL/MOTEL,3,11,2019
2019-11-13,16,PARKING LOT/GARAGE(NON.RESID.),3,11,2019
2019-11-13,1,OTHER COMMERCIAL TRANSPORTATION,3,11,2019
2019-11-13,5,RESIDENTIAL YARD (FRONT/BACK),3,11,2019
2019-11-13,1,GOVERNMENT BUILDING/PROPERTY,3,11,2019
2019-11-13,2,CTA BUS STOP,3,11,2019
2019-11-13,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,3,11,2019
2019-11-13,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,3,11,2019
2019-11-13,3,CTA PLATFORM,3,11,2019
2019-11-13,2,OTHER (SPECIFY),3,11,2019
2019-11-13,4,BANK,3,11,2019
2019-11-13,1,CONSTRUCTION SITE,3,11,2019
2019-11-13,7,RESIDENCE-GARAGE,3,11,2019
2019-11-13,3,CURRENCY EXCHANGE,3,11,2019
2019-11-13,1,"SCHOOL, PUBLIC, GROUNDS",3,11,2019
2019-11-13,2,SCHOOL - PUBLIC BUILDING,3,11,2019
2019-11-13,2,"SCHOOL, PRIVATE, BUILDING",3,11,2019
2019-11-13,1,VEHICLE-COMMERCIAL,3,11,2019
2019-11-13,1,RESIDENCE - PORCH / HALLWAY,3,11,2019
2019-11-13,2,DRIVEWAY - RESIDENTIAL,3,11,2019
2019-11-13,1,COLLEGE/UNIVERSITY RESIDENCE HALL,3,11,2019
2019-11-13,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3,11,2019
2019-11-13,1,FACTORY/MANUFACTURING BUILDING,3,11,2019
2019-11-13,1,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,3,11,2019
2019-11-13,1,AIRPORT EXTERIOR - SECURE AREA,3,11,2019
2019-11-13,1,CTA BUS,3,11,2019
2019-11-14,116,STREET,4,11,2019
2019-11-14,9,"SCHOOL, PUBLIC, BUILDING",4,11,2019
2019-11-14,95,RESIDENCE,4,11,2019
2019-11-14,42,SIDEWALK,4,11,2019
2019-11-14,13,RESIDENCE PORCH/HALLWAY,4,11,2019
2019-11-14,2,,4,11,2019
2019-11-14,5,HOSPITAL BUILDING/GROUNDS,4,11,2019
2019-11-14,16,DEPARTMENT STORE,4,11,2019
2019-11-14,3,CTA TRAIN,4,11,2019
2019-11-14,9,RESTAURANT,4,11,2019
2019-11-14,10,GROCERY FOOD STORE,4,11,2019
2019-11-14,11,ALLEY,4,11,2019
2019-11-14,11,PARKING LOT/GARAGE(NON.RESID.),4,11,2019
2019-11-14,2,POLICE FACILITY/VEH PARKING LOT,4,11,2019
2019-11-14,11,VEHICLE NON-COMMERCIAL,4,11,2019
2019-11-14,23,SMALL RETAIL STORE,4,11,2019
2019-11-14,76,APARTMENT,4,11,2019
2019-11-14,7,CONVENIENCE STORE,4,11,2019
2019-11-14,1,"SCHOOL, PRIVATE, GROUNDS",4,11,2019
2019-11-14,1,APPLIANCE STORE,4,11,2019
2019-11-14,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4,11,2019
2019-11-14,4,DRUG STORE,4,11,2019
2019-11-14,1,RESIDENCE - PORCH / HALLWAY,4,11,2019
2019-11-14,10,GAS STATION,4,11,2019
2019-11-14,5,CTA STATION,4,11,2019
2019-11-14,28,OTHER,4,11,2019
2019-11-14,1,AUTO / BOAT / RV DEALERSHIP,4,11,2019
2019-11-14,3,CTA BUS,4,11,2019
2019-11-14,5,"SCHOOL, PRIVATE, BUILDING",4,11,2019
2019-11-14,4,BANK,4,11,2019
2019-11-14,1,CHA HALLWAY/STAIRWELL/ELEVATOR,4,11,2019
2019-11-14,1,ATM (AUTOMATIC TELLER MACHINE),4,11,2019
2019-11-14,3,CTA PLATFORM,4,11,2019
2019-11-14,2,DRIVEWAY - RESIDENTIAL,4,11,2019
2019-11-14,8,RESIDENTIAL YARD (FRONT/BACK),4,11,2019
2019-11-14,1,"SCHOOL, PUBLIC, GROUNDS",4,11,2019
2019-11-14,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,4,11,2019
2019-11-14,2,CHA APARTMENT,4,11,2019
2019-11-14,5,RESIDENCE-GARAGE,4,11,2019
2019-11-14,3,GOVERNMENT BUILDING/PROPERTY,4,11,2019
2019-11-14,1,CURRENCY EXCHANGE,4,11,2019
2019-11-14,1,CTA BUS STOP,4,11,2019
2019-11-14,1,ATHLETIC CLUB,4,11,2019
2019-11-14,1,CHA PARKING LOT/GROUNDS,4,11,2019
2019-11-14,1,TAXICAB,4,11,2019
2019-11-14,5,COMMERCIAL / BUSINESS OFFICE,4,11,2019
2019-11-14,1,PAWN SHOP,4,11,2019
2019-11-14,1,RESIDENCE - YARD (FRONT / BACK),4,11,2019
2019-11-14,1,OTHER RAILROAD PROP / TRAIN DEPOT,4,11,2019
2019-11-14,1,BAR OR TAVERN,4,11,2019
2019-11-14,2,ABANDONED BUILDING,4,11,2019
2019-11-14,1,CAR WASH,4,11,2019
2019-11-14,1,AIRPORT/AIRCRAFT,4,11,2019
2019-11-14,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,4,11,2019
2019-11-14,1,VEHICLE-COMMERCIAL,4,11,2019
2019-11-14,1,WAREHOUSE,4,11,2019
2019-11-14,1,COLLEGE/UNIVERSITY GROUNDS,4,11,2019
2019-11-14,1,HOSPITAL BUILDING / GROUNDS,4,11,2019
2019-11-14,1,VACANT LOT/LAND,4,11,2019
2019-11-14,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,4,11,2019
2019-11-14,1,CONSTRUCTION SITE,4,11,2019
2019-11-15,120,RESIDENCE,5,11,2019
2019-11-15,4,CTA PLATFORM,5,11,2019
2019-11-15,5,CTA TRAIN,5,11,2019
2019-11-15,179,STREET,5,11,2019
2019-11-15,1,HOSPITAL BUILDING / GROUNDS,5,11,2019
2019-11-15,3,NURSING HOME/RETIREMENT HOME,5,11,2019
2019-11-15,107,APARTMENT,5,11,2019
2019-11-15,50,SIDEWALK,5,11,2019
2019-11-15,23,RESTAURANT,5,11,2019
2019-11-15,8,GROCERY FOOD STORE,5,11,2019
2019-11-15,30,OTHER,5,11,2019
2019-11-15,4,BANK,5,11,2019
2019-11-15,6,COMMERCIAL / BUSINESS OFFICE,5,11,2019
2019-11-15,7,,5,11,2019
2019-11-15,20,PARKING LOT/GARAGE(NON.RESID.),5,11,2019
2019-11-15,11,RESIDENCE PORCH/HALLWAY,5,11,2019
2019-11-15,13,RESIDENCE-GARAGE,5,11,2019
2019-11-15,9,"SCHOOL, PUBLIC, BUILDING",5,11,2019
2019-11-15,19,SMALL RETAIL STORE,5,11,2019
2019-11-15,1,POLICE FACILITY / VEHICLE PARKING LOT,5,11,2019
2019-11-15,11,VEHICLE NON-COMMERCIAL,5,11,2019
2019-11-15,2,CTA STATION,5,11,2019
2019-11-15,3,HOTEL/MOTEL,5,11,2019
2019-11-15,1,ABANDONED BUILDING,5,11,2019
2019-11-15,1,SPORTS ARENA/STADIUM,5,11,2019
2019-11-15,13,DEPARTMENT STORE,5,11,2019
2019-11-15,4,AUTO / BOAT / RV DEALERSHIP,5,11,2019
2019-11-15,5,BAR OR TAVERN,5,11,2019
2019-11-15,11,GAS STATION,5,11,2019
2019-11-15,3,"SCHOOL, PUBLIC, GROUNDS",5,11,2019
2019-11-15,4,HOSPITAL BUILDING/GROUNDS,5,11,2019
2019-11-15,8,CONVENIENCE STORE,5,11,2019
2019-11-15,12,ALLEY,5,11,2019
2019-11-15,2,VACANT LOT / LAND,5,11,2019
2019-11-15,1,VACANT LOT/LAND,5,11,2019
2019-11-15,1,TAXICAB,5,11,2019
2019-11-15,5,RESIDENTIAL YARD (FRONT/BACK),5,11,2019
2019-11-15,1,HOUSE,5,11,2019
2019-11-15,2,GOVERNMENT BUILDING/PROPERTY,5,11,2019
2019-11-15,1,CONSTRUCTION SITE,5,11,2019
2019-11-15,1,PARK PROPERTY,5,11,2019
2019-11-15,2,MOVIE HOUSE/THEATER,5,11,2019
2019-11-15,1,POOL ROOM,5,11,2019
2019-11-15,1,RESIDENCE - GARAGE,5,11,2019
2019-11-15,3,BARBERSHOP,5,11,2019
2019-11-15,1,"SCHOOL, PRIVATE, GROUNDS",5,11,2019
2019-11-15,2,DAY CARE CENTER,5,11,2019
2019-11-15,4,DRUG STORE,5,11,2019
2019-11-15,1,CHA HALLWAY/STAIRWELL/ELEVATOR,5,11,2019
2019-11-15,1,DRIVEWAY - RESIDENTIAL,5,11,2019
2019-11-15,2,OTHER (SPECIFY),5,11,2019
2019-11-15,3,PARKING LOT / GARAGE (NON RESIDENTIAL),5,11,2019
2019-11-15,3,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,5,11,2019
2019-11-15,2,TAVERN/LIQUOR STORE,5,11,2019
2019-11-15,2,ATM (AUTOMATIC TELLER MACHINE),5,11,2019
2019-11-15,2,POLICE FACILITY/VEH PARKING LOT,5,11,2019
2019-11-15,4,CHA APARTMENT,5,11,2019
2019-11-15,1,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,5,11,2019
2019-11-15,1,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",5,11,2019
2019-11-15,1,CTA BUS STOP,5,11,2019
2019-11-15,2,"SCHOOL, PRIVATE, BUILDING",5,11,2019
2019-11-15,1,SCHOOL - PRIVATE BUILDING,5,11,2019
2019-11-15,3,CTA BUS,5,11,2019
2019-11-15,1,CURRENCY EXCHANGE,5,11,2019
2019-11-15,1,COLLEGE/UNIVERSITY GROUNDS,5,11,2019
2019-11-15,1,AUTO,5,11,2019
2019-11-16,153,STREET,6,11,2019
2019-11-16,3,CTA STATION,6,11,2019
2019-11-16,16,RESIDENCE PORCH/HALLWAY,6,11,2019
2019-11-16,109,APARTMENT,6,11,2019
2019-11-16,9,VEHICLE NON-COMMERCIAL,6,11,2019
2019-11-16,13,GROCERY FOOD STORE,6,11,2019
2019-11-16,18,RESTAURANT,6,11,2019
2019-11-16,106,RESIDENCE,6,11,2019
2019-11-16,4,BAR OR TAVERN,6,11,2019
2019-11-16,12,DEPARTMENT STORE,6,11,2019
2019-11-16,18,SMALL RETAIL STORE,6,11,2019
2019-11-16,15,PARKING LOT/GARAGE(NON.RESID.),6,11,2019
2019-11-16,44,SIDEWALK,6,11,2019
2019-11-16,4,CTA PLATFORM,6,11,2019
2019-11-16,23,OTHER,6,11,2019
2019-11-16,4,PARK PROPERTY,6,11,2019
2019-11-16,2,ATM (AUTOMATIC TELLER MACHINE),6,11,2019
2019-11-16,3,DRUG STORE,6,11,2019
2019-11-16,12,ALLEY,6,11,2019
2019-11-16,15,GAS STATION,6,11,2019
2019-11-16,1,WAREHOUSE,6,11,2019
2019-11-16,5,CONVENIENCE STORE,6,11,2019
2019-11-16,6,RESIDENTIAL YARD (FRONT/BACK),6,11,2019
2019-11-16,3,HOTEL/MOTEL,6,11,2019
2019-11-16,4,HOSPITAL BUILDING/GROUNDS,6,11,2019
2019-11-16,1,CONSTRUCTION SITE,6,11,2019
2019-11-16,5,CTA TRAIN,6,11,2019
2019-11-16,2,BARBERSHOP,6,11,2019
2019-11-16,1,VACANT LOT / LAND,6,11,2019
2019-11-16,8,RESIDENCE-GARAGE,6,11,2019
2019-11-16,1,CHA HALLWAY/STAIRWELL/ELEVATOR,6,11,2019
2019-11-16,3,CTA BUS STOP,6,11,2019
2019-11-16,1,OTHER COMMERCIAL TRANSPORTATION,6,11,2019
2019-11-16,1,NURSING HOME/RETIREMENT HOME,6,11,2019
2019-11-16,2,TAVERN/LIQUOR STORE,6,11,2019
2019-11-16,2,"SCHOOL, PUBLIC, BUILDING",6,11,2019
2019-11-16,2,BANK,6,11,2019
2019-11-16,2,CTA GARAGE / OTHER PROPERTY,6,11,2019
2019-11-16,1,"SCHOOL, PRIVATE, BUILDING",6,11,2019
2019-11-16,1,APPLIANCE STORE,6,11,2019
2019-11-16,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6,11,2019
2019-11-16,2,CTA BUS,6,11,2019
2019-11-16,1,MOVIE HOUSE/THEATER,6,11,2019
2019-11-16,2,AUTO / BOAT / RV DEALERSHIP,6,11,2019
2019-11-16,3,CHA APARTMENT,6,11,2019
2019-11-16,5,,6,11,2019
2019-11-16,1,ATHLETIC CLUB,6,11,2019
2019-11-16,1,POLICE FACILITY/VEH PARKING LOT,6,11,2019
2019-11-16,1,OTHER (SPECIFY),6,11,2019
2019-11-16,2,COMMERCIAL / BUSINESS OFFICE,6,11,2019
2019-11-16,1,RESIDENCE - PORCH / HALLWAY,6,11,2019
2019-11-16,2,DRIVEWAY - RESIDENTIAL,6,11,2019
2019-11-16,1,SPORTS ARENA/STADIUM,6,11,2019
2019-11-16,1,AUTO,6,11,2019
2019-11-16,1,ABANDONED BUILDING,6,11,2019
2019-11-16,1,TAXICAB,6,11,2019
2019-11-16,1,PARKING LOT / GARAGE (NON RESIDENTIAL),6,11,2019
2019-11-16,1,VACANT LOT/LAND,6,11,2019
2019-11-16,1,AIRPORT EXTERIOR - NON-SECURE AREA,6,11,2019
2019-11-17,24,RESTAURANT,7,11,2019
2019-11-17,21,OTHER,7,11,2019
2019-11-17,126,RESIDENCE,7,11,2019
2019-11-17,162,STREET,7,11,2019
2019-11-17,8,CONVENIENCE STORE,7,11,2019
2019-11-17,14,GAS STATION,7,11,2019
2019-11-17,27,DEPARTMENT STORE,7,11,2019
2019-11-17,56,SIDEWALK,7,11,2019
2019-11-17,16,RESIDENCE PORCH/HALLWAY,7,11,2019
2019-11-17,13,ALLEY,7,11,2019
2019-11-17,16,BAR OR TAVERN,7,11,2019
2019-11-17,4,COMMERCIAL / BUSINESS OFFICE,7,11,2019
2019-11-17,24,SMALL RETAIL STORE,7,11,2019
2019-11-17,85,APARTMENT,7,11,2019
2019-11-17,8,GROCERY FOOD STORE,7,11,2019
2019-11-17,9,RESIDENCE-GARAGE,7,11,2019
2019-11-17,1,HIGHWAY/EXPRESSWAY,7,11,2019
2019-11-17,1,SCHOOL - PUBLIC BUILDING,7,11,2019
2019-11-17,5,HOTEL/MOTEL,7,11,2019
2019-11-17,2,VACANT LOT/LAND,7,11,2019
2019-11-17,16,PARKING LOT/GARAGE(NON.RESID.),7,11,2019
2019-11-17,3,CTA TRAIN,7,11,2019
2019-11-17,1,CTA GARAGE / OTHER PROPERTY,7,11,2019
2019-11-17,4,DRIVEWAY - RESIDENTIAL,7,11,2019
2019-11-17,7,RESIDENTIAL YARD (FRONT/BACK),7,11,2019
2019-11-17,1,BANK,7,11,2019
2019-11-17,3,CTA BUS,7,11,2019
2019-11-17,11,VEHICLE NON-COMMERCIAL,7,11,2019
2019-11-17,2,RESIDENCE - PORCH / HALLWAY,7,11,2019
2019-11-17,2,PARK PROPERTY,7,11,2019
2019-11-17,4,DRUG STORE,7,11,2019
2019-11-17,1,ATM (AUTOMATIC TELLER MACHINE),7,11,2019
2019-11-17,1,CHA PARKING LOT/GROUNDS,7,11,2019
2019-11-17,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,7,11,2019
2019-11-17,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,7,11,2019
2019-11-17,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7,11,2019
2019-11-17,2,AUTO / BOAT / RV DEALERSHIP,7,11,2019
2019-11-17,1,OTHER COMMERCIAL TRANSPORTATION,7,11,2019
2019-11-17,2,NURSING HOME/RETIREMENT HOME,7,11,2019
2019-11-17,2,,7,11,2019
2019-11-17,3,TAXICAB,7,11,2019
2019-11-17,1,HOSPITAL BUILDING/GROUNDS,7,11,2019
2019-11-17,2,CTA BUS STOP,7,11,2019
2019-11-17,3,CTA PLATFORM,7,11,2019
2019-11-17,1,CAR WASH,7,11,2019
2019-11-17,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,7,11,2019
2019-11-17,1,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,7,11,2019
2019-11-17,1,PARKING LOT / GARAGE (NON RESIDENTIAL),7,11,2019
2019-11-17,1,FACTORY/MANUFACTURING BUILDING,7,11,2019
2019-11-18,4,ALLEY,1,11,2019
2019-11-18,128,STREET,1,11,2019
2019-11-18,18,RESIDENCE PORCH/HALLWAY,1,11,2019
2019-11-18,90,APARTMENT,1,11,2019
2019-11-18,17,PARKING LOT/GARAGE(NON.RESID.),1,11,2019
2019-11-18,21,OTHER,1,11,2019
2019-11-18,129,RESIDENCE,1,11,2019
2019-11-18,5,OTHER (SPECIFY),1,11,2019
2019-11-18,1,BAR OR TAVERN,1,11,2019
2019-11-18,1,APPLIANCE STORE,1,11,2019
2019-11-18,2,,1,11,2019
2019-11-18,3,HOTEL/MOTEL,1,11,2019
2019-11-18,8,CONVENIENCE STORE,1,11,2019
2019-11-18,21,DEPARTMENT STORE,1,11,2019
2019-11-18,23,SMALL RETAIL STORE,1,11,2019
2019-11-18,12,VEHICLE NON-COMMERCIAL,1,11,2019
2019-11-18,52,SIDEWALK,1,11,2019
2019-11-18,4,CHA APARTMENT,1,11,2019
2019-11-18,3,POLICE FACILITY / VEHICLE PARKING LOT,1,11,2019
2019-11-18,1,FACTORY/MANUFACTURING BUILDING,1,11,2019
2019-11-18,3,CTA BUS STOP,1,11,2019
2019-11-18,5,CONSTRUCTION SITE,1,11,2019
2019-11-18,8,CTA TRAIN,1,11,2019
2019-11-18,3,GOVERNMENT BUILDING/PROPERTY,1,11,2019
2019-11-18,12,RESTAURANT,1,11,2019
2019-11-18,4,CTA BUS,1,11,2019
2019-11-18,2,ATHLETIC CLUB,1,11,2019
2019-11-18,2,CTA PLATFORM,1,11,2019
2019-11-18,8,CTA STATION,1,11,2019
2019-11-18,9,GROCERY FOOD STORE,1,11,2019
2019-11-18,1,AIRPORT/AIRCRAFT,1,11,2019
2019-11-18,17,"SCHOOL, PUBLIC, BUILDING",1,11,2019
2019-11-18,5,DRUG STORE,1,11,2019
2019-11-18,4,BANK,1,11,2019
2019-11-18,3,COMMERCIAL / BUSINESS OFFICE,1,11,2019
2019-11-18,2,HOSPITAL BUILDING/GROUNDS,1,11,2019
2019-11-18,9,GAS STATION,1,11,2019
2019-11-18,4,"SCHOOL, PRIVATE, BUILDING",1,11,2019
2019-11-18,1,NURSING HOME/RETIREMENT HOME,1,11,2019
2019-11-18,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,1,11,2019
2019-11-18,1,CTA GARAGE / OTHER PROPERTY,1,11,2019
2019-11-18,10,RESIDENTIAL YARD (FRONT/BACK),1,11,2019
2019-11-18,2,PARK PROPERTY,1,11,2019
2019-11-18,1,MEDICAL/DENTAL OFFICE,1,11,2019
2019-11-18,1,OTHER COMMERCIAL TRANSPORTATION,1,11,2019
2019-11-18,1,AIRCRAFT,1,11,2019
2019-11-18,1,WAREHOUSE,1,11,2019
2019-11-18,4,RESIDENCE-GARAGE,1,11,2019
2019-11-18,1,CURRENCY EXCHANGE,1,11,2019
2019-11-18,3,"SCHOOL, PUBLIC, GROUNDS",1,11,2019
2019-11-18,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1,11,2019
2019-11-18,2,TAXICAB,1,11,2019
2019-11-18,1,AUTO / BOAT / RV DEALERSHIP,1,11,2019
2019-11-18,1,LIBRARY,1,11,2019
2019-11-18,1,CLEANING STORE,1,11,2019
2019-11-18,1,VEHICLE-COMMERCIAL,1,11,2019
2019-11-18,1,VACANT LOT/LAND,1,11,2019
2019-11-18,1,POLICE FACILITY/VEH PARKING LOT,1,11,2019
2019-11-18,1,DRIVEWAY - RESIDENTIAL,1,11,2019
2019-11-18,1,CHA HALLWAY/STAIRWELL/ELEVATOR,1,11,2019
2019-11-18,1,SPORTS ARENA/STADIUM,1,11,2019
2019-11-19,118,RESIDENCE,2,11,2019
2019-11-19,147,STREET,2,11,2019
2019-11-19,99,APARTMENT,2,11,2019
2019-11-19,44,SIDEWALK,2,11,2019
2019-11-19,7,BANK,2,11,2019
2019-11-19,3,,2,11,2019
2019-11-19,2,"SCHOOL, PRIVATE, BUILDING",2,11,2019
2019-11-19,24,SMALL RETAIL STORE,2,11,2019
2019-11-19,33,OTHER,2,11,2019
2019-11-19,16,PARKING LOT/GARAGE(NON.RESID.),2,11,2019
2019-11-19,4,COMMERCIAL / BUSINESS OFFICE,2,11,2019
2019-11-19,8,HOSPITAL BUILDING/GROUNDS,2,11,2019
2019-11-19,18,RESIDENCE PORCH/HALLWAY,2,11,2019
2019-11-19,4,CTA BUS,2,11,2019
2019-11-19,13,DEPARTMENT STORE,2,11,2019
2019-11-19,7,"SCHOOL, PUBLIC, GROUNDS",2,11,2019
2019-11-19,9,VEHICLE NON-COMMERCIAL,2,11,2019
2019-11-19,4,HOTEL/MOTEL,2,11,2019
2019-11-19,1,CHA HALLWAY/STAIRWELL/ELEVATOR,2,11,2019
2019-11-19,1,FACTORY/MANUFACTURING BUILDING,2,11,2019
2019-11-19,1,FEDERAL BUILDING,2,11,2019
2019-11-19,13,RESTAURANT,2,11,2019
2019-11-19,3,CONVENIENCE STORE,2,11,2019
2019-11-19,17,"SCHOOL, PUBLIC, BUILDING",2,11,2019
2019-11-19,9,RESIDENTIAL YARD (FRONT/BACK),2,11,2019
2019-11-19,6,RESIDENCE-GARAGE,2,11,2019
2019-11-19,1,HOUSE,2,11,2019
2019-11-19,1,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,2,11,2019
2019-11-19,3,POLICE FACILITY/VEH PARKING LOT,2,11,2019
2019-11-19,3,CTA PLATFORM,2,11,2019
2019-11-19,1,VEHICLE-COMMERCIAL,2,11,2019
2019-11-19,8,GAS STATION,2,11,2019
2019-11-19,4,GROCERY FOOD STORE,2,11,2019
2019-11-19,3,CTA BUS STOP,2,11,2019
2019-11-19,2,ATM (AUTOMATIC TELLER MACHINE),2,11,2019
2019-11-19,1,AIRPORT PARKING LOT,2,11,2019
2019-11-19,1,AUTO,2,11,2019
2019-11-19,1,"SCHOOL, PRIVATE, GROUNDS",2,11,2019
2019-11-19,2,TAXICAB,2,11,2019
2019-11-19,3,DAY CARE CENTER,2,11,2019
2019-11-19,6,ALLEY,2,11,2019
2019-11-19,4,CTA TRAIN,2,11,2019
2019-11-19,1,AIRPORT/AIRCRAFT,2,11,2019
2019-11-19,2,CHA PARKING LOT/GROUNDS,2,11,2019
2019-11-19,1,AIRCRAFT,2,11,2019
2019-11-19,2,CHA APARTMENT,2,11,2019
2019-11-19,1,BARBERSHOP,2,11,2019
2019-11-19,3,DRUG STORE,2,11,2019
2019-11-19,1,NURSING HOME/RETIREMENT HOME,2,11,2019
2019-11-19,1,MEDICAL/DENTAL OFFICE,2,11,2019
2019-11-19,1,POLICE FACILITY / VEHICLE PARKING LOT,2,11,2019
2019-11-19,3,ATHLETIC CLUB,2,11,2019
2019-11-19,3,DRIVEWAY - RESIDENTIAL,2,11,2019
2019-11-19,2,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,11,2019
2019-11-19,1,OTHER COMMERCIAL TRANSPORTATION,2,11,2019
2019-11-19,1,CONSTRUCTION SITE,2,11,2019
2019-11-19,3,CTA STATION,2,11,2019
2019-11-19,2,PARK PROPERTY,2,11,2019
2019-11-19,1,SCHOOL - PUBLIC GROUNDS,2,11,2019
2019-11-19,1,VACANT LOT/LAND,2,11,2019
2019-11-19,1,POOL ROOM,2,11,2019
2019-11-19,1,GOVERNMENT BUILDING / PROPERTY,2,11,2019
2019-11-20,116,RESIDENCE,3,11,2019
2019-11-20,142,STREET,3,11,2019
2019-11-20,14,GAS STATION,3,11,2019
2019-11-20,22,SMALL RETAIL STORE,3,11,2019
2019-11-20,55,SIDEWALK,3,11,2019
2019-11-20,18,RESTAURANT,3,11,2019
2019-11-20,87,APARTMENT,3,11,2019
2019-11-20,9,,3,11,2019
2019-11-20,17,RESIDENCE PORCH/HALLWAY,3,11,2019
2019-11-20,14,ALLEY,3,11,2019
2019-11-20,7,RESIDENCE-GARAGE,3,11,2019
2019-11-20,18,DEPARTMENT STORE,3,11,2019
2019-11-20,4,"SCHOOL, PRIVATE, BUILDING",3,11,2019
2019-11-20,1,MEDICAL/DENTAL OFFICE,3,11,2019
2019-11-20,3,"SCHOOL, PUBLIC, GROUNDS",3,11,2019
2019-11-20,31,PARKING LOT/GARAGE(NON.RESID.),3,11,2019
2019-11-20,3,OTHER (SPECIFY),3,11,2019
2019-11-20,14,GROCERY FOOD STORE,3,11,2019
2019-11-20,2,CTA GARAGE / OTHER PROPERTY,3,11,2019
2019-11-20,7,CTA TRAIN,3,11,2019
2019-11-20,4,DRUG STORE,3,11,2019
2019-11-20,2,CHA PARKING LOT/GROUNDS,3,11,2019
2019-11-20,4,ATHLETIC CLUB,3,11,2019
2019-11-20,31,OTHER,3,11,2019
2019-11-20,5,COMMERCIAL / BUSINESS OFFICE,3,11,2019
2019-11-20,19,"SCHOOL, PUBLIC, BUILDING",3,11,2019
2019-11-20,1,ABANDONED BUILDING,3,11,2019
2019-11-20,6,VEHICLE NON-COMMERCIAL,3,11,2019
2019-11-20,1,POOL ROOM,3,11,2019
2019-11-20,5,LIBRARY,3,11,2019
2019-11-20,1,TAXICAB,3,11,2019
2019-11-20,14,RESIDENTIAL YARD (FRONT/BACK),3,11,2019
2019-11-20,5,CTA STATION,3,11,2019
2019-11-20,1,CTA BUS,3,11,2019
2019-11-20,4,CTA BUS STOP,3,11,2019
2019-11-20,3,CTA PLATFORM,3,11,2019
2019-11-20,3,HOSPITAL BUILDING/GROUNDS,3,11,2019
2019-11-20,2,ATM (AUTOMATIC TELLER MACHINE),3,11,2019
2019-11-20,1,COLLEGE/UNIVERSITY GROUNDS,3,11,2019
2019-11-20,3,PARK PROPERTY,3,11,2019
2019-11-20,1,GOVERNMENT BUILDING/PROPERTY,3,11,2019
2019-11-20,3,POLICE FACILITY/VEH PARKING LOT,3,11,2019
2019-11-20,1,OTHER RAILROAD PROPERTY / TRAIN DEPOT,3,11,2019
2019-11-20,4,WAREHOUSE,3,11,2019
2019-11-20,2,CONVENIENCE STORE,3,11,2019
2019-11-20,2,TAVERN/LIQUOR STORE,3,11,2019
2019-11-20,1,DRIVEWAY - RESIDENTIAL,3,11,2019
2019-11-20,2,NURSING HOME/RETIREMENT HOME,3,11,2019
2019-11-20,1,PARKING LOT / GARAGE (NON RESIDENTIAL),3,11,2019
2019-11-20,2,BANK,3,11,2019
2019-11-20,2,BARBERSHOP,3,11,2019
2019-11-20,1,SCHOOL - PUBLIC BUILDING,3,11,2019
2019-11-20,1,MOVIE HOUSE/THEATER,3,11,2019
2019-11-20,1,"SCHOOL, PRIVATE, GROUNDS",3,11,2019
2019-11-20,1,VEHICLE-COMMERCIAL,3,11,2019
2019-11-20,1,FIRE STATION,3,11,2019
2019-11-20,1,CURRENCY EXCHANGE,3,11,2019
2019-11-20,1,CHA APARTMENT,3,11,2019
2019-11-20,1,HOTEL/MOTEL,3,11,2019
2019-11-20,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,3,11,2019
