"","temp","month","CRIME_NUM"
"1070",37.6,12,0.48780487804878
"1071",34.6,12,0.439024390243902
"1072",18.3,12,0.402439024390244
"1073",28.3,12,0.554878048780488
"1074",34.3,12,0.621951219512195
"1075",42,12,0.451219512195122
"1076",45.3,12,0.646341463414634
"1077",37.9,12,0.713414634146341
"1078",42.5,12,0.615853658536585
"1079",40.7,12,0.304878048780488
"1080",56.2,12,0.481707317073171
"1081",51.5,12,0.469512195121951
"1082",32.9,12,0.518292682926829
"1083",37.2,12,0.585365853658537
"1084",32.4,12,0.365853658536585
"1085",34.1,12,0.365853658536585
"1086",32.4,12,0.310975609756098
"1087",26.4,12,0.298780487804878
"1088",34.1,12,0.365853658536585
"1089",42.6,12,0.26219512195122
"1090",49.1,12,0.353658536585366
"1091",34.8,12,0.219512195121951
"1092",39.9,12,0.50609756097561
"1093",33.7,12,0.323170731707317
"1094",34.7,12,0.408536585365854
"1095",31.5,12,0.579268292682927
"1096",36.6,12,0.603658536585366
